DATE,T10YFF
1976-10-01,2.3995000000000000
1976-11-01,2.3452631578947368
1976-12-01,2.1913636363636364
1977-01-01,2.5676190476190476
1977-02-01,2.7021052631578947
1977-03-01,2.7639130434782609
1977-04-01,2.6460000000000000
1977-05-01,2.1114285714285714
1977-06-01,1.8781818181818182
1977-07-01,1.9226315789473684
1977-08-01,1.4956521739130435
1977-09-01,1.1890476190476190
1977-10-01,1.04900000000000000000
1977-11-01,1.0905263157894737
1977-12-01,1.1104761904761905
1978-01-01,1.2166666666666667
1978-02-01,1.2272222222222222
1978-03-01,1.2327272727272727
1978-04-01,1.2900000000000000
1978-05-01,0.98333333333333333333
1978-06-01,0.84409090909090909091
1978-07-01,0.84150000000000000000
1978-08-01,0.35304347826086956522
1978-09-01,-0.04700000000000000000
1978-10-01,-0.34285714285714285714
1978-11-01,-0.96950000000000000000
1978-12-01,-0.99250000000000000000
1979-01-01,-0.95954545454545454545
1979-02-01,-0.98333333333333333333
1979-03-01,-0.96090909090909090909
1979-04-01,-0.82950000000000000000
1979-05-01,-0.97333333333333333333
1979-06-01,-1.3752380952380952
1979-07-01,-1.5352380952380952
1979-08-01,-1.9130434782608696
1979-09-01,-2.0442105263157895
1979-10-01,-3.5145454545454545
1979-11-01,-2.4857894736842105
1979-12-01,-3.3830000000000000
1980-01-01,-2.9163636363636364
1980-02-01,-1.7521052631578947
1980-03-01,-4.3538095238095238
1980-04-01,-5.8457142857142857
1980-05-01,-0.78000000000000000000
1980-06-01,0.36285714285714285714
1980-07-01,1.2600000000000000
1980-08-01,1.6242857142857143
1980-09-01,0.65714285714285714286
1980-10-01,-1.03181818181818181818
1980-11-01,-3.2058823529411765
1980-12-01,-6.1140909090909091
1981-01-01,-6.2919047619047619
1981-02-01,-2.7472222222222222
1981-03-01,-1.5809090909090909
1981-04-01,-2.1661904761904762
1981-05-01,-4.3115000000000000
1981-06-01,-5.5436363636363636
1981-07-01,-4.7845454545454545
1981-08-01,-3.0623809523809524
1981-09-01,-0.60285714285714285714
1981-10-01,0.11904761904761904762
1981-11-01,0.08055555555555555556
1981-12-01,1.2754545454545455
1982-01-01,1.3315000000000000
1982-02-01,-0.31555555555555555556
1982-03-01,-0.84521739130434782609
1982-04-01,-1.0533333333333333
1982-05-01,-0.94950000000000000000
1982-06-01,0.15227272727272727273
1982-07-01,1.4571428571428571
1982-08-01,2.9386363636363636
1982-09-01,1.9933333333333333
1982-10-01,1.2180000000000000
1982-11-01,1.3178947368421053
1982-12-01,1.5186363636363636
1983-01-01,1.8838095238095238
1983-02-01,2.1684210526315789
1983-03-01,1.6791304347826087
1983-04-01,1.6160000000000000
1983-05-01,1.7190476190476190
1983-06-01,1.8322727272727273
1983-07-01,2.0065000000000000
1983-08-01,2.2847826086956522
1983-09-01,2.2090476190476190
1983-10-01,2.1170000000000000
1983-11-01,2.3278947368421053
1983-12-01,2.2880952380952381
1984-01-01,2.0919047619047619
1984-02-01,2.2215789473684211
1984-03-01,2.4159090909090909
1984-04-01,2.2845000000000000
1984-05-01,2.9304545454545455
1984-06-01,2.4800000000000000
1984-07-01,2.0561904761904762
1984-08-01,1.0634782608695652
1984-09-01,1.2573684210526316
1984-10-01,2.1586363636363636
1984-11-01,2.1957894736842105
1984-12-01,3.1325000000000000
1985-01-01,2.9938095238095238
1985-02-01,3.0261111111111111
1985-03-01,3.3038095238095238
1985-04-01,3.0947619047619048
1985-05-01,2.8559090909090909
1985-06-01,2.6430000000000000
1985-07-01,2.4095454545454545
1985-08-01,2.4168181818181818
1985-09-01,2.4063157894736842
1985-10-01,2.2113636363636364
1985-11-01,1.7357894736842105
1985-12-01,0.82476190476190476190
1986-01-01,1.2114285714285714
1986-02-01,0.83105263157894736842
1986-03-01,0.24250000000000000000
1986-04-01,0.25454545454545454545
1986-05-01,0.83571428571428571429
1986-06-01,0.84809523809523809524
1986-07-01,0.74136363636363636364
1986-08-01,0.99380952380952380952
1986-09-01,1.5276190476190476
1986-10-01,1.5645454545454545
1986-11-01,1.1561111111111111
1986-12-01,-0.10954545454545454545
1987-01-01,0.89150000000000000000
1987-02-01,1.1321052631578947
1987-03-01,1.0950000000000000
1987-04-01,1.5680952380952381
1987-05-01,1.7850000000000000
1987-06-01,1.6763636363636364
1987-07-01,1.8631818181818182
1987-08-01,2.0157142857142857
1987-09-01,2.1342857142857143
1987-10-01,2.2509523809523810
1987-11-01,2.1857894736842105
1987-12-01,2.2150000000000000
1988-01-01,1.8136842105263158
1988-02-01,1.6355000000000000
1988-03-01,1.7852173913043478
1988-04-01,1.8170000000000000
1988-05-01,2.0366666666666667
1988-06-01,1.3890909090909091
1988-07-01,1.3105000000000000
1988-08-01,1.2595652173913043
1988-09-01,0.77952380952380952381
1988-10-01,0.50400000000000000000
1988-11-01,0.60150000000000000000
1988-12-01,0.33380952380952380952
1989-01-01,-0.05950000000000000000
1989-02-01,-0.20263157894736842105
1989-03-01,-0.50636363636363636364
1989-04-01,-0.66350000000000000000
1989-05-01,-0.97500000000000000000
1989-06-01,-1.2490909090909091
1989-07-01,-1.2000000000000000
1989-08-01,-0.89086956521739130435
1989-09-01,-0.84050000000000000000
1989-10-01,-0.82761904761904761905
1989-11-01,-0.71047619047619047619
1989-12-01,-0.68700000000000000000
1990-01-01,-0.05000000000000000000
1990-02-01,0.22631578947368421053
1990-03-01,0.30590909090909090909
1990-04-01,0.51300000000000000000
1990-05-01,0.60727272727272727273
1990-06-01,0.18476190476190476190
1990-07-01,0.32428571428571428571
1990-08-01,0.60217391304347826087
1990-09-01,0.62736842105263157895
1990-10-01,0.58318181818181818182
1990-11-01,0.56400000000000000000
1990-12-01,0.73750000000000000000
1991-01-01,0.98380952380952380952
1991-02-01,1.5742105263157895
1991-03-01,1.9170000000000000
1991-04-01,2.0731818181818182
1991-05-01,2.2568181818181818
1991-06-01,2.4175000000000000
1991-07-01,2.4300000000000000
1991-08-01,2.2100000000000000
1991-09-01,2.1615000000000000
1991-10-01,2.2877272727272727
1991-11-01,2.6042105263157895
1991-12-01,2.6109523809523810
1992-01-01,2.9214285714285714
1992-02-01,3.2768421052631579
1992-03-01,3.5309090909090909
1992-04-01,3.6366666666666667
1992-05-01,3.5490000000000000
1992-06-01,3.4572727272727273
1992-07-01,3.5018181818181818
1992-08-01,3.2590476190476190
1992-09-01,3.1252380952380952
1992-10-01,3.4442857142857143
1992-11-01,3.7900000000000000
1992-12-01,3.8036363636363636
1993-01-01,3.4805263157894737
1993-02-01,3.2015789473684211
1993-03-01,2.8639130434782609
1993-04-01,2.9871428571428571
1993-05-01,3.0185000000000000
1993-06-01,2.8909090909090909
1993-07-01,2.7133333333333333
1993-08-01,2.6263636363636364
1993-09-01,2.2204761904761905
1993-10-01,2.3400000000000000
1993-11-01,2.6950000000000000
1993-12-01,2.8150000000000000
1994-01-01,2.6345000000000000
1994-02-01,2.7042105263157895
1994-03-01,3.1317391304347826
1994-04-01,3.4084210526315789
1994-05-01,3.1652380952380952
1994-06-01,2.8281818181818182
1994-07-01,2.9830000000000000
1994-08-01,2.7573913043478261
1994-09-01,2.7090476190476190
1994-10-01,3.0105000000000000
1994-11-01,2.6735000000000000
1994-12-01,2.3042857142857143
1995-01-01,2.1825000000000000
1995-02-01,1.5568421052631579
1995-03-01,1.2200000000000000
1995-04-01,1.02631578947368421053
1995-05-01,0.60772727272727272727
1995-06-01,0.16636363636363636364
1995-07-01,0.40900000000000000000
1995-08-01,0.73913043478260869565
1995-09-01,0.37150000000000000000
1995-10-01,0.27666666666666666667
1995-11-01,0.13238095238095238095
1995-12-01,0.02450000000000000000
1996-01-01,0.00761904761904761905
1996-02-01,0.55350000000000000000
1996-03-01,0.97714285714285714286
1996-04-01,1.2445454545454545
1996-05-01,1.4690909090909091
1996-06-01,1.6030000000000000
1996-07-01,1.4095454545454545
1996-08-01,1.4077272727272727
1996-09-01,1.5045000000000000
1996-10-01,1.2590909090909091
1996-11-01,0.88578947368421052632
1996-12-01,0.93428571428571428571
1997-01-01,1.3280952380952381
1997-02-01,1.2252631578947368
1997-03-01,1.2880000000000000
1997-04-01,1.3390909090909091
1997-05-01,1.1761904761904762
1997-06-01,0.90761904761904761905
1997-07-01,0.65863636363636363636
1997-08-01,0.74476190476190476190
1997-09-01,0.62095238095238095238
1997-10-01,0.50454545454545454545
1997-11-01,0.32722222222222222222
1997-12-01,0.24545454545454545455
1998-01-01,0.03250000000000000000
1998-02-01,0.04631578947368421053
1998-03-01,0.12772727272727272727
1998-04-01,0.18000000000000000000
1998-05-01,0.18000000000000000000
1998-06-01,-0.10727272727272727273
1998-07-01,-0.11227272727272727273
1998-08-01,-0.21761904761904761905
1998-09-01,-0.73714285714285714286
1998-10-01,-0.55714285714285714286
1998-11-01,-0.00894736842105263158
1998-12-01,-0.07681818181818181818
1999-01-01,0.03473684210526315789
1999-02-01,0.22368421052631578947
1999-03-01,0.40869565217391304348
1999-04-01,0.42318181818181818182
1999-05-01,0.79850000000000000000
1999-06-01,1.1322727272727273
1999-07-01,0.76857142857142857143
1999-08-01,0.85227272727272727273
1999-09-01,0.65619047619047619048
1999-10-01,0.90900000000000000000
1999-11-01,0.61450000000000000000
1999-12-01,0.96590909090909090909
2000-01-01,1.1040000000000000
2000-02-01,0.77300000000000000000
2000-03-01,0.38521739130434782609
2000-04-01,-0.02263157894736842105
2000-05-01,0.16818181818181818182
2000-06-01,-0.45227272727272727273
2000-07-01,-0.46450000000000000000
2000-08-01,-0.67652173913043478261
2000-09-01,-0.71550000000000000000
2000-10-01,-0.78333333333333333333
2000-11-01,-0.80619047619047619048
2000-12-01,-1.2110000000000000
2001-01-01,-0.86190476190476190476
2001-02-01,-0.40947368421052631579
2001-03-01,-0.42318181818181818182
2001-04-01,0.33700000000000000000
2001-05-01,1.1595454545454545
2001-06-01,1.3328571428571429
2001-07-01,1.4552380952380952
2001-08-01,1.3143478260869565
2001-09-01,1.8394117647058824
2001-10-01,2.0650000000000000
2001-11-01,2.5435000000000000
2001-12-01,3.2720000000000000
2002-01-01,3.2847619047619048
2002-02-01,3.1652631578947368
2002-03-01,3.5585000000000000
2002-04-01,3.4522727272727273
2002-05-01,3.4054545454545455
2002-06-01,3.1750000000000000
2002-07-01,2.9163636363636364
2002-08-01,2.5031818181818182
2002-09-01,2.1160000000000000
2002-10-01,2.1813636363636364
2002-11-01,2.7136842105263158
2002-12-01,2.7861904761904762
2003-01-01,2.7928571428571429
2003-02-01,2.6426315789473684
2003-03-01,2.5566666666666667
2003-04-01,2.6947619047619048
2003-05-01,2.3004761904761905
2003-06-01,2.1047619047619048
2003-07-01,2.9540909090909091
2003-08-01,3.4357142857142857
2003-09-01,3.2604761904761905
2003-10-01,3.2745454545454545
2003-11-01,3.3044444444444444
2003-12-01,3.2813636363636364
2004-01-01,3.1505000000000000
2004-02-01,3.0784210526315789
2004-03-01,2.8226086956521739
2004-04-01,3.3414285714285714
2004-05-01,3.7145000000000000
2004-06-01,3.7009523809523810
2004-07-01,3.2280952380952381
2004-08-01,2.8550000000000000
2004-09-01,2.5033333333333333
2004-10-01,2.3400000000000000
2004-11-01,2.2710000000000000
2004-12-01,2.0750000000000000
2005-01-01,1.9270000000000000
2005-02-01,1.6694736842105263
2005-03-01,1.8759090909090909
2005-04-01,1.5647619047619048
2005-05-01,1.1404761904761905
2005-06-01,0.95500000000000000000
2005-07-01,0.93450000000000000000
2005-08-01,0.77347826086956521739
2005-09-01,0.55714285714285714286
2005-10-01,0.70100000000000000000
2005-11-01,0.53700000000000000000
2005-12-01,0.30857142857142857143
2006-01-01,0.11600000000000000000
2006-02-01,0.07842105263157894737
2006-03-01,0.13043478260869565217
2006-04-01,0.22263157894736842105
2006-05-01,0.17818181818181818182
2006-06-01,0.10863636363636363636
2006-07-01,-0.16250000000000000000
2006-08-01,-0.36956521739130434783
2006-09-01,-0.53350000000000000000
2006-10-01,-0.51952380952380952381
2006-11-01,-0.65571428571428571429
2006-12-01,-0.67250000000000000000
2007-01-01,-0.49904761904761904762
2007-02-01,-0.54421052631578947368
2007-03-01,-0.69636363636363636364
2007-04-01,-0.54952380952380952381
2007-05-01,-0.50318181818181818182
2007-06-01,-0.15095238095238095238
2007-07-01,-0.25857142857142857143
2007-08-01,-0.36043478260869565217
2007-09-01,-0.44473684210526315789
2007-10-01,-0.22090909090909090909
2007-11-01,-0.34800000000000000000
2007-12-01,-0.12150000000000000000
2008-01-01,-0.18714285714285714286
2008-02-01,0.77500000000000000000
2008-03-01,0.88100000000000000000
2008-04-01,1.4072727272727273
2008-05-01,1.8866666666666667
2008-06-01,2.0980952380952381
2008-07-01,1.9886363636363636
2008-08-01,1.8995238095238095
2008-09-01,1.8219047619047619
2008-10-01,2.7968181818181818
2008-11-01,3.1394444444444444
2008-12-01,2.2454545454545455
2009-01-01,2.3605000000000000
2009-02-01,2.6463157894736842
2009-03-01,2.6368181818181818
2009-04-01,2.7738095238095238
2009-05-01,3.1185000000000000
2009-06-01,3.5140909090909091
2009-07-01,3.4054545454545455
2009-08-01,3.4266666666666667
2009-09-01,3.2557142857142857
2009-10-01,3.2700000000000000
2009-11-01,3.2826315789473684
2009-12-01,3.4713636363636364
2010-01-01,3.6163157894736842
2010-02-01,3.5647368421052632
2010-03-01,3.5656521739130435
2010-04-01,3.6490909090909091
2010-05-01,3.2175000000000000
2010-06-01,3.0277272727272727
2010-07-01,2.8295238095238095
2010-08-01,2.5090909090909091
2010-09-01,2.4538095238095238
2010-10-01,2.3495000000000000
2010-11-01,2.5680000000000000
2010-12-01,3.1077272727272727
2011-01-01,3.2210000000000000
2011-02-01,3.4184210526315789
2011-03-01,3.2760869565217391
2011-04-01,3.3595000000000000
2011-05-01,3.0752380952380952
2011-06-01,2.9113636363636364
2011-07-01,2.9350000000000000
2011-08-01,2.2052173913043478
2011-09-01,1.8914285714285714
2011-10-01,2.0800000000000000
2011-11-01,1.9315000000000000
2011-12-01,1.9066666666666667
2012-01-01,1.8820000000000000
2012-02-01,1.8625000000000000
2012-03-01,2.0454545454545455
2012-04-01,1.9076190476190476
2012-05-01,1.6468181818181818
2012-06-01,1.4604761904761905
2012-07-01,1.3680952380952381
2012-08-01,1.5460869565217391
2012-09-01,1.5736842105263158
2012-10-01,1.5876190476190476
2012-11-01,1.4930000000000000
2012-12-01,1.5560000000000000
2013-01-01,1.7704761904761905
2013-02-01,1.8421052631578947
2013-03-01,1.8085000000000000
2013-04-01,1.6140909090909091
2013-05-01,1.8195454545454545
2013-06-01,2.2045000000000000
2013-07-01,2.4900000000000000
2013-08-01,2.6545454545454545
2013-09-01,2.7285000000000000
2013-10-01,2.5304545454545455
2013-11-01,2.6336842105263158
2013-12-01,2.8157142857142857
2014-01-01,2.7866666666666667
2014-02-01,2.6421052631578947
2014-03-01,2.6442857142857143
2014-04-01,2.6152380952380952
2014-05-01,2.4719047619047619
2014-06-01,2.5028571428571429
2014-07-01,2.4509090909090909
2014-08-01,2.3309523809523810
2014-09-01,2.4457142857142857
2014-10-01,2.2154545454545455
2014-11-01,2.2305555555555556
2014-12-01,2.0859090909090909
2015-01-01,1.7650000000000000
2015-02-01,1.8615789473684211
2015-03-01,1.9290909090909091
2015-04-01,1.8104545454545455
2015-05-01,2.0730000000000000
2015-06-01,2.2350000000000000
2015-07-01,2.1940909090909091
2015-08-01,2.0252380952380952
2015-09-01,2.0376190476190476
2015-10-01,1.9457142857142857
2015-11-01,2.1442105263157895
2015-12-01,2.0109090909090909
2016-01-01,1.7226315789473684
2016-02-01,1.4055000000000000
2016-03-01,1.5281818181818182
2016-04-01,1.4385714285714286
2016-05-01,1.4400000000000000
2016-06-01,1.2672727272727273
2016-07-01,1.1085000000000000
2016-08-01,1.1608695652173913
2016-09-01,1.2357142857142857
2016-10-01,1.3620000000000000
2016-11-01,1.7370000000000000
2016-12-01,1.9561904761904762
2017-01-01,1.7775000000000000
2017-02-01,1.7636842105263158
2017-03-01,1.6952173913043478
2017-04-01,1.3915789473684211
2017-05-01,1.3972727272727273
2017-06-01,1.1450000000000000
2017-07-01,1.1625000000000000
2017-08-01,1.0530434782608696
2017-09-01,1.04700000000000000000
2017-10-01,1.2042857142857143
2017-11-01,1.1976190476190476
2017-12-01,1.1040000000000000
2018-01-01,1.1676190476190476
2018-02-01,1.4426315789473684
2018-03-01,1.3447619047619048
2018-04-01,1.1766666666666667
2018-05-01,1.2777272727272727
2018-06-01,1.0914285714285714
2018-07-01,0.97904761904761904762
2018-08-01,0.97434782608695652174
2018-09-01,1.0552631578947368
2018-10-01,0.96409090909090909091
2018-11-01,0.91800000000000000000
2018-12-01,0.56210526315789473684
