DATE,vwretd,vwretx,t30ret,T10YFF,AAAFFM,BAAFFM
19970829,-0.036291,-0.03765,0.004058,0.744761905,1.68,2.28
19970930,0.058499,0.057095,0.004576,0.620952381,1.61,2.16
19971031,-0.034436,-0.035506,0.003911,0.504545455,1.5,2.07
19971128,0.030404,0.028891,0.003773,0.327222222,1.35,1.9
19971231,0.017817,0.016302,0.004629,0.245454545,1.26,1.82
19980130,0.004502,0.003624,0.004204,0.0325,1.05,1.63
19980227,0.073303,0.071798,0.003847,0.046315789,1.16,1.74
19980331,0.051301,0.050044,0.004485,0.127727273,1.23,1.83
19980430,0.010904,0.009902,0.004308,0.18,1.24,1.88
19980529,-0.025748,-0.02704,0.003805,0.18,1.2,1.81
19980630,0.031944,0.030725,0.004021,-0.107272727,0.97,1.57
19980731,-0.023367,-0.024343,0.003873,-0.112272727,1.01,1.61
19980831,-0.157844,-0.159153,0.004012,-0.217619048,0.97,1.59
19980930,0.063827,0.062308,0.003875,-0.737142857,0.89,1.58
19981030,0.074393,0.073375,0.003353,-0.557142857,1.3,2.11
19981130,0.062023,0.060615,0.003233,-0.008947368,1.58,2.51
19981231,0.063051,0.061723,0.003779,-0.076818182,1.54,2.55
19990129,0.038456,0.037658,0.003494,0.034736842,1.61,2.66
19990226,-0.038085,-0.039271,0.003372,0.223684211,1.64,2.63
19990331,0.037932,0.036659,0.004076,0.408695652,1.81,2.72
19990430,0.049105,0.048284,0.003784,0.423181818,1.9,2.74
19990528,-0.020707,-0.022381,0.003463,0.7985,2.19,2.98
19990630,0.050821,0.049722,0.004098,1.132272727,2.47,3.26
19990730,-0.030716,-0.031594,0.003658,0.768571429,2.2,2.96
19990831,-0.009984,-0.011143,0.003876,0.852272727,2.33,3.08
19990930,-0.022845,-0.024049,0.003705,0.656190476,2.17,2.98
19991029,0.06215,0.06136,0.003581,0.909,2.35,3.18
19991130,0.036824,0.035617,0.003811,0.6145,1.94,2.73
19991231,0.083754,0.082643,0.003764,0.965909091,2.25,2.89
20000131,-0.039607,-0.040248,0.004343,1.104,2.33,2.88
20000229,0.031782,0.030679,0.004295,0.773,1.95,2.56
20000331,0.053499,0.052515,0.004377,0.385217391,1.83,2.52
20000428,-0.059527,-0.060317,0.004595,-0.022631579,1.62,2.38
20000531,-0.03887,-0.040029,0.004782,0.168181818,1.72,2.63
20000630,0.051603,0.050806,0.003744,-0.452272727,1.14,1.95
20000731,-0.017712,-0.018432,0.004772,-0.4645,1.11,1.81
20000831,0.075006,0.073825,0.005002,-0.676521739,1.05,1.76
20000929,-0.051141,-0.051882,0.005093,-0.7155,1.1,1.83
20001031,-0.02449,-0.025164,0.005217,-0.783333333,1.04,1.83
20001130,-0.102372,-0.103579,0.004966,-0.806190476,0.94,1.77
20001229,0.020422,0.019428,0.004909,-1.211,0.81,1.62
20010131,0.039601,0.038813,0.005243,-0.861904762,1.17,1.95
20010228,-0.099103,-0.100201,0.003653,-0.409473684,1.61,2.38
20010330,-0.070392,-0.071348,0.00432,-0.423181818,1.67,2.53
20010430,0.083829,0.082824,0.003864,0.337,2.4,3.27
20010531,0.010455,0.009069,0.003183,1.159545455,3.08,3.86
20010629,-0.017553,-0.018328,0.002778,1.332857143,3.21,4
20010731,-0.018298,-0.019265,0.002999,1.455238095,3.36,4.2
20010831,-0.058981,-0.060356,0.002996,1.314347826,3.37,4.2
20010928,-0.091485,-0.092618,0.00273,1.839411765,4.1,4.96
20011031,0.027836,0.026818,0.002154,2.065,4.54,5.42
20011130,0.078777,0.077341,0.001749,2.5435,4.88,5.72
20011231,0.017853,0.01657,0.001484,3.272,4.95,6.23
20020131,-0.015975,-0.016929,0.00139,3.284761905,4.82,6.14
20020228,-0.021696,-0.023063,0.001285,3.165263158,4.77,6.15
20020328,0.044678,0.043709,0.001341,3.5585,5.08,6.38
20020430,-0.049618,-0.050521,0.001546,3.452272727,5.01,6.28
20020531,-0.010521,-0.011969,0.001442,3.405454545,5,6.34
20020628,-0.070251,-0.071507,0.001312,3.175,4.88,6.2
20020731,-0.081149,-0.082334,0.001507,2.916363636,4.8,6.17
20020830,0.007976,0.006431,0.001402,2.503181818,4.63,5.84
20020930,-0.09992,-0.101384,0.001414,2.116,4.4,5.65
20021031,0.074919,0.073501,0.001334,2.181363636,4.57,5.98
20021129,0.061263,0.059593,0.001166,2.713684211,4.97,6.28
20021231,-0.053315,-0.054958,0.001079,2.786190476,4.97,6.21
20030131,-0.0234,-0.02461,0.000934,2.792857143,4.93,6.11
20030228,-0.015391,-0.017218,0.000871,2.642631579,4.69,5.8
20030331,0.010318,0.008897,0.00102,2.556666667,4.64,5.7
20030430,0.08275,0.081162,0.000939,2.694761905,4.48,5.59
20030530,0.063436,0.061743,0.000903,2.30047619,3.96,5.12
20030630,0.01632,0.014771,0.000984,2.104761905,3.75,4.97
20030731,0.023098,0.021749,0.000674,2.954090909,4.48,5.61
20030829,0.024996,0.023516,0.000689,3.435714286,4.85,5.98
20030930,-0.009116,-0.010602,0.000865,3.26047619,4.71,5.78
20031031,0.060316,0.058836,0.0007,3.274545455,4.69,5.72
20031128,0.016593,0.015052,0.000725,3.304444444,4.65,5.66
20031231,0.045505,0.043848,0.000831,3.281363636,4.64,5.62
20040130,0.023037,0.022013,0.000696,3.1505,4.54,5.44
20040227,0.015479,0.013994,0.000623,3.078421053,4.49,5.26
20040331,-0.010667,-0.011991,0.000844,2.822608696,4.33,5.11
20040430,-0.024214,-0.02556,0.000795,3.341428571,4.73,5.46
20040528,0.014058,0.012374,0.000603,3.7145,5.04,5.75
20040630,0.021601,0.020039,0.000817,3.700952381,4.98,5.75
20040730,-0.03767,-0.038765,0.000919,3.228095238,4.56,5.36
20040831,0.002728,0.001083,0.001116,2.855,4.22,5.03
20040930,0.020543,0.019085,0.001185,2.503333333,3.85,4.66
20041029,0.017806,0.016579,0.001129,2.34,3.71,4.45
20041130,0.048208,0.044313,0.001541,2.271,3.59,4.27
20041231,0.035177,0.033422,0.001672,2.075,3.31,3.99
20050131,-0.026551,-0.027405,0.001661,1.927,3.08,3.74
20050228,0.022676,0.020839,0.001641,1.669473684,2.7,3.32
20050331,-0.016948,-0.018583,0.002123,1.875909091,2.77,3.43
20050429,-0.025185,-0.026569,0.002072,1.564761905,2.54,3.26
20050531,0.037954,0.03615,0.002395,1.14047619,2.15,3.01
20050630,0.011526,0.009902,0.002263,0.955,1.92,2.82
20050729,0.043335,0.042229,0.002383,0.9345,1.8,2.69
20050831,-0.005944,-0.007761,0.00292,0.773478261,1.59,2.46
20050930,0.010607,0.009338,0.002848,0.557142857,1.51,2.41
20051031,-0.020873,-0.021981,0.002728,0.701,1.57,2.52
20051130,0.040322,0.03807,0.003045,0.537,1.42,2.39
20051230,0.003457,0.001886,0.00316,0.308571429,1.21,2.16
20060131,0.040041,0.038935,0.003488,0.116,1,1.95
20060228,-0.001639,-0.003553,0.003322,0.078421053,0.86,1.78
20060331,0.019042,0.017575,0.003642,0.130434783,0.94,1.82
20060428,0.012963,0.011492,0.003559,0.222631579,1.05,1.89
20060531,-0.031041,-0.033021,0.004195,0.178181818,1.01,1.81
20060630,-0.000388,-0.001883,0.00397,0.108636364,0.9,1.79
20060731,-0.001874,-0.002918,0.003976,-0.1625,0.61,1.52
20060831,0.025048,0.022974,0.004283,-0.369565217,0.43,1.34
20060929,0.019424,0.018105,0.004047,-0.5335,0.26,1.18
20061031,0.037133,0.036087,0.004076,-0.51952381,0.26,1.17
20061130,0.023702,0.021338,0.004243,-0.655714286,0.08,0.95
20061229,0.010855,0.009153,0.004036,-0.6725,0.08,0.98
20070131,0.019397,0.018461,0.004328,-0.499047619,0.15,1.09
20070228,-0.013988,-0.015979,0.003837,-0.544210526,0.13,1.02
20070330,0.01295,0.011475,0.004257,-0.696363636,0.04,1.01
20070430,0.039815,0.038449,0.004348,-0.54952381,0.22,1.14
20070531,0.038932,0.036643,0.004046,-0.503181818,0.22,1.14
20070629,-0.014765,-0.016128,0.003918,-0.150952381,0.54,1.45
20070731,-0.03176,-0.032764,0.003962,-0.258571429,0.47,1.39
20070831,0.01163,0.009677,0.004205,-0.360434783,0.77,1.63
20070928,0.040842,0.039325,0.003347,-0.444736842,0.8,1.65
20071031,0.025796,0.024655,0.003212,-0.220909091,0.9,1.72
20071130,-0.049327,-0.051276,0.003395,-0.348,0.95,1.91
20071231,-0.004423,-0.006511,0.002921,-0.1215,1.25,2.41
20080131,-0.062138,-0.063243,0.00243,-0.187142857,1.39,2.6
20080229,-0.021663,-0.023605,0.001325,0.775,2.55,3.84
20080331,-0.010421,-0.01216,0.001869,0.881,2.9,4.28
20080430,0.05106,0.049736,0.001025,1.407272727,3.27,4.69
20080530,0.023808,0.021494,0.000946,1.886666667,3.59,4.95
20080630,-0.078426,-0.080241,0.00175,2.098095238,3.68,5.07
20080731,-0.013341,-0.01469,0.00144,1.988636364,3.66,5.15
20080829,0.010566,0.008576,0.001282,1.89952381,3.64,5.15
20080930,-0.09798,-0.09977,0.00153,1.821904762,3.84,5.5
20081031,-0.184648,-0.186136,0.000792,2.796818182,5.31,7.91
20081128,-0.084615,-0.087354,0.000228,3.139444444,5.73,8.82
20081231,0.022154,0.019087,0.000029,2.245454545,4.89,8.27
20090130,-0.077315,-0.078709,0.000023,2.3605,4.9,7.99
20090227,-0.100271,-0.103457,0.000147,2.646315789,5.05,7.86
20090331,0.086748,0.083489,0.000159,2.636818182,5.32,8.24
20090430,0.109352,0.107516,0.000125,2.773809524,5.24,8.24
20090529,0.067774,0.065124,0.000017,3.1185,5.36,7.88
20090630,-0.003099,-0.005042,0.000075,3.514090909,5.4,7.29
20090731,0.081752,0.080331,0.000119,3.405454545,5.25,6.93
20090831,0.031469,0.02931,0.000116,3.426666667,5.1,6.42
20090930,0.045216,0.043576,0.000079,3.255714286,4.98,6.16
20091030,-0.027971,-0.029227,0.00004,3.27,5.03,6.17
20091130,0.057117,0.054661,0.000004,3.282631579,5.07,6.2
20091231,0.02843,0.026404,0.000062,3.471363636,5.14,6.25
20100129,-0.037098,-0.038111,0.000028,3.616315789,5.15,6.14
20100226,0.034786,0.0327,0.00001,3.564736842,5.22,6.21
20100331,0.063626,0.06194,0.000068,3.565652174,5.11,6.11
20100430,0.020063,0.01895,0.000111,3.649090909,5.09,6.05
20100528,-0.079163,-0.081251,0.000112,3.2175,4.76,5.85
20100630,-0.050745,-0.052485,0.000127,3.027727273,4.7,6.05
20100730,0.070309,0.068611,0.000142,2.82952381,4.54,5.83
20100831,-0.042844,-0.044969,0.000126,2.509090909,4.3,5.47
20100930,0.091547,0.089664,0.000125,2.453809524,4.34,5.47
20101029,0.038512,0.03699,0.000112,2.3495,4.49,5.53
20101130,0.005125,0.002925,0.000114,2.568,4.68,5.73
20101231,0.067205,0.064873,0.00014,3.107727273,4.84,5.92
20110131,0.019137,0.018182,0.000066,3.221,4.87,5.92
20110228,0.038175,0.036243,0.000122,3.418421053,5.06,5.99
20110331,0.003353,0.001768,0.000067,3.276086957,4.99,5.89
20110429,0.028667,0.027552,0.000053,3.3595,5.06,5.92
20110531,-0.0149,-0.016907,0.000013,3.075238095,4.87,5.69
20110630,-0.018388,-0.020153,0.000035,2.911363636,4.9,5.66
20110729,-0.022524,-0.023665,-0.000028,2.935,4.86,5.69
20110831,-0.057498,-0.059638,0.000083,2.205217391,4.27,5.26
20110930,-0.084862,-0.086554,-0.000001,1.891428571,4.01,5.19
20111031,0.11403,0.112619,0.000014,2.08,3.91,5.3
20111130,-0.006207,-0.008875,0.000004,1.9315,3.79,5.06
20111230,0.003696,0.001449,0,1.906666667,3.86,5.18
20120131,0.054095,0.052947,-0.000002,1.882,3.77,5.15
20120229,0.041239,0.038967,0.000031,1.8625,3.75,5.04
20120330,0.024004,0.02212,0.000046,2.045454545,3.86,5.1
20120430,-0.006806,-0.008024,0.000029,1.907619048,3.82,5.05
20120531,-0.065574,-0.067986,0.000065,1.646818182,3.64,4.91
20120629,0.038189,0.036089,0.000022,1.46047619,3.48,4.86
20120731,0.010284,0.009031,0.000032,1.368095238,3.24,4.71
20120831,0.026278,0.023678,0.00005,1.546086957,3.35,4.78
20120928,0.026554,0.024613,0.000067,1.573684211,3.35,4.7
20121031,-0.014104,-0.015553,0.000037,1.587619048,3.31,4.42
20121130,0.006192,0.002951,0.000085,1.493,3.34,4.35
20121231,0.012529,0.008978,0.000103,1.556,3.49,4.47
20130131,0.054145,0.052937,0.000022,1.77047619,3.66,4.59
20130228,0.00834,0.006136,0.000054,1.842105263,3.75,4.7
20130328,0.035294,0.033528,0.000041,1.8085,3.79,4.71
20130430,0.014947,0.01377,0.000037,1.614090909,3.58,4.44
20130531,0.019074,0.016515,0.000012,1.819545455,3.78,4.62
20130628,-0.015036,-0.017051,0.000013,2.2045,4.18,5.1
20130731,0.052717,0.05128,0.000009,2.49,4.25,5.23
20130830,-0.025727,-0.027904,0.000009,2.654545455,4.46,5.34
20130930,0.03747,0.035676,0.000008,2.7285,4.56,5.39
20131031,0.039895,0.038608,0.000017,2.530454545,4.44,5.22
20131129,0.024966,0.022842,0.000032,2.633684211,4.55,5.3
20131231,0.02614,0.024086,0.000023,2.815714286,4.53,5.29
20140131,-0.029987,-0.031093,0.000012,2.786666667,4.42,5.12
20140228,0.046186,0.043951,0.000045,2.642105263,4.38,5.03
20140331,0.004501,0.002784,0.000028,2.644285714,4.3,4.98
20140430,0.00167,0.000506,0.000015,2.615238095,4.15,4.81
20140530,0.020223,0.018015,0.000008,2.471904762,4.07,4.67
20140630,0.027961,0.025977,0.00002,2.502857143,4.15,4.7
20140731,-0.020536,-0.021831,0.000013,2.450909091,4.07,4.64
20140829,0.040206,0.038203,0.000003,2.330952381,3.99,4.6
20140930,-0.025132,-0.026826,0.000004,2.445714286,4.02,4.71
20141031,0.021198,0.01995,0.000012,2.215454545,3.83,4.6
20141128,0.021159,0.018994,-0.000001,2.230555556,3.83,4.7
20141231,-0.003623,-0.005757,0.000005,2.085909091,3.67,4.62
20150130,-0.0272,-0.028272,0.000013,1.765,3.35,4.34
20150227,0.056017,0.053679,-0.000021,1.861578947,3.5,4.4
20150331,-0.010454,-0.01227,-0.000008,1.929090909,3.53,4.43
20150430,0.008716,0.007567,0.000029,1.810454545,3.4,4.36
20150529,0.010344,0.008184,-0.000005,2.073,3.86,4.77
20150630,-0.019262,-0.021203,0.000004,2.235,4.06,5
20150731,0.012113,0.0109,-0.000037,2.194090909,4.02,5.07
20150831,-0.060046,-0.062112,0.000027,2.025238095,3.9,5.05
20150930,-0.033769,-0.035704,-0.000006,2.037619048,3.93,5.2
20151030,0.074021,0.072626,-0.000027,1.945714286,3.83,5.22
20151130,0.002448,0.000182,0.00002,2.144210526,3.94,5.34
20151231,-0.022287,-0.024526,0.000103,2.010909091,3.73,5.22
20160129,-0.057094,-0.058264,0.000037,1.722631579,3.66,5.11
20160229,0.000685,-0.001737,0.000205,1.4055,3.58,4.96
20160331,0.070518,0.068146,0.00019,1.528181818,3.46,4.77
20160429,0.011814,0.010579,0.000051,1.438571429,3.25,4.42
20160531,0.014316,0.011904,0.000115,1.44,3.28,4.31
20160630,0.003111,0.001037,0.000188,1.267272727,3.12,4.15
20160729,0.038775,0.037528,0.000171,1.1085,2.89,3.83
20160831,0.002789,0.000453,0.000165,1.160869565,2.92,3.84
20160930,0.003017,0.00124,0.000219,1.235714286,3.01,3.91
20161031,-0.021594,-0.022839,0.000168,1.362,3.11,3.98
20161130,0.040491,0.038046,0.000136,1.737,3.45,4.3
20161230,0.018792,0.016652,0.000239,1.956190476,3.52,4.29
20170131,0.02219,0.021165,0.000358,1.7775,3.27,4.01
20170228,0.032665,0.030563,0.000364,1.763684211,3.29,3.98
20170331,0.002092,0.00022,0.000353,1.695217391,3.22,3.89
20170428,0.009615,0.008496,0.000537,1.391578947,2.97,3.67
20170531,0.009335,0.006989,0.000614,1.397272727,2.94,3.64
20170630,0.009469,0.007585,0.000617,1.145,2.64,3.33
20170731,0.02033,0.018945,0.000722,1.1625,2.55,3.24
20170831,0.001589,-0.000647,0.000827,1.053043478,2.47,3.15
20170929,0.023734,0.022128,0.000944,1.047,2.48,3.15
20171031,0.019281,0.018179,0.00084,1.204285714,2.45,3.17
20171130,0.027309,0.024984,0.000826,1.197619048,2.41,3.11
20171229,0.012173,0.010315,0.000884,1.104,2.21,2.92
20180131,0.050656,0.049702,0.001121,1.167619048,2.14,2.85
20180228,-0.039465,-0.041332,0.001073,1.442631579,2.4,3.09
20180329,-0.018433,-0.020301,0.000261,1.344761905,2.36,3.13
20180430,0.004769,0.00366,0.001433,1.176666667,2.16,2.98
20180531,0.02617,0.023877,0.001401,1.277727273,2.3,3.13
20180629,0.005334,0.003549,0.001408,1.091428571,2.14,3.01
20180731,0.031605,0.030468,0.001558,0.979047619,1.96,2.88
20180831,0.030221,0.027755,0.001575,0.974347826,1.97,2.86
20180928,0.000443,-0.001192,0.00149,1.055263158,2.03,2.93
20181031,-0.074031,-0.0751,0.00189,0.964090909,1.95,2.88
20181130,0.01853,0.016193,0.001795,0.918,2.02,3.02
20181231,-0.08981,-0.092046,0.00193,0.562105263,1.75,2.86
