DATE,vwretd,vwretx,totval
20160429,0.011814,0.010579,27788158700.00
20160531,0.014316,0.011904,28033666100.00
20160630,0.003111,0.001037,28075299600.00
20160729,0.038775,0.037528,29144370600.00
20160831,0.002789,0.000453,29159545200.00
20160930,0.003017,0.001240,29143335200.00
20161031,-0.021594,-0.022839,28504275300.00
20161130,0.040491,0.038046,29607721700.00
20161230,0.018792,0.016652,30119879300.00
20170131,0.022190,0.021165,30820934600.00
20170228,0.032665,0.030563,31772934500.00
20170331,0.002092,0.000220,31806391600.00
20170428,0.009615,0.008496,32111351200.00
20170531,0.009335,0.006989,32390134500.00
20170630,0.009469,0.007585,32651987300.00
20170731,0.020330,0.018945,33191044300.00
20170831,0.001589,-0.000647,33091577900.00
20170929,0.023734,0.022128,33800966600.00
20171031,0.019281,0.018179,34429048500.00
20171130,0.027309,0.024984,35289601700.00
20171229,0.012173,0.010315,35688603600.00
20180131,0.050656,0.049702,37559246400.00
20180228,-0.039465,-0.041332,35976437600.00
20180329,-0.018433,-0.020301,35204558400.00
20180430,0.004769,0.003660,35336314900.00
20180531,0.026170,0.023877,36228849900.00
20180629,0.005334,0.003549,36254220300.00
20180731,0.031605,0.030468,37382130700.00
20180831,0.030221,0.027755,38347504700.00
20180928,0.000443,-0.001192,38272297600.00
20181031,-0.074031,-0.075100,35415240500.00
20181130,0.018530,0.016193,35901607600.00
20181231,-0.089810,-0.092046,32556887400.00
